timestamp,vehicle_count,average_speed,location_coordinates
2022-01-06 09:00:00,46701,31.73985455911836,"17.218092,78.388815"
2022-01-06 09:00:00,25702,42.87678503408815,"17.330166,78.454483"
2022-01-06 09:00:00,33274,18.495184472739638,"17.355512,78.349602"
2022-01-06 09:00:00,7814,42.009165918489416,"17.308567,78.593336"
2022-01-06 09:00:00,35123,48.415850830382865,"17.531588,78.332366"
2022-01-07 09:00:00,27222,27.98305441800018,"17.342739,78.579603"
2022-01-07 09:00:00,29322,23.984708286240505,"17.312402,78.574093"
2022-01-07 09:00:00,36717,42.534852441430495,"17.417138,78.457612"
2022-01-07 09:00:00,13532,41.89801941366247,"17.256382,78.517485"
2022-01-07 09:00:00,54292,34.92267994236116,"17.520968,78.430815"
2022-01-07 09:00:00,24283,43.23878493083848,"17.229824,78.489019"
2022-01-07 09:00:00,46111,20.98448881494543,"17.594866,78.40217"
2022-01-07 09:00:00,46880,30.906260770403474,"17.508984,78.390343"
2022-01-08 09:00:00,41917,26.18406231558975,"17.279505,78.473475"
2022-01-08 09:00:00,12701,40.61895629488721,"17.202205,78.449442"
2022-01-08 09:00:00,19453,31.793271727634707,"17.526276,78.473867"
2022-01-08 09:00:00,72566,34.04906288629702,"17.482821,78.385993"
2022-01-08 09:00:00,20194,62.3506895648595,"17.491684,78.410086"
2022-01-08 09:00:00,25676,59.39915575599402,"17.508594,78.325157"
2022-01-08 09:00:00,56599,25.118784163249284,"17.229622,78.315669"
2022-01-08 09:00:00,36970,25.117922952756366,"17.343424,78.376031"
2022-01-08 09:00:00,15160,60.313008778980105,"17.246357,78.322261"
2022-01-09 09:00:00,42814,34.11090372502396,"17.545338,78.331121"
2022-01-09 09:00:00,37426,23.77455774116327,"17.449388,78.543894"
2022-01-09 09:00:00,37663,29.981363705018488,"17.332393,78.311648"
2022-01-09 09:00:00,15360,27.894756846071274,"17.225426,78.497692"
2022-01-09 09:00:00,40285,18.545678917773483,"17.324425,78.381762"
2022-01-09 09:00:00,16234,38.59698318860707,"17.330107,78.561481"
2022-01-09 09:00:00,30758,34.192748149468116,"17.491924,78.4455"
2022-01-10 09:00:00,51165,24.730813662090117,"17.455093,78.391669"
2022-01-10 09:00:00,15154,57.33736690553533,"17.554985,78.455296"
2022-01-10 09:00:00,36833,50.02245065501075,"17.388937,78.414586"
2022-01-10 09:00:00,72239,17.763564905690995,"17.247847,78.469296"
2022-01-10 09:00:00,46902,18.898549656572786,"17.485377,78.334348"
2022-01-10 09:00:00,45650,29.903716160417915,"17.504399,78.59912"
2022-01-10 09:00:00,33574,55.0360886392685,"17.424572,78.427667"
2022-01-10 09:00:00,32491,23.30019844584918,"17.508473,78.404467"
2022-01-10 09:00:00,20320,39.68091100869281,"17.397572,78.513074"
2022-01-10 09:00:00,32325,36.448901586708715,"17.40915,78.409168"
2022-01-10 09:00:00,19247,47.5639768560588,"17.371062,78.549998"
2022-01-11 09:00:00,12717,18.580120265053754,"17.210166,78.436283"
2022-01-11 09:00:00,11713,38.88611638242748,"17.243165,78.515879"
2022-01-11 09:00:00,43258,26.465577718126674,"17.212571,78.332224"
2022-01-11 09:00:00,16124,52.917160291826036,"17.454634,78.553852"
2022-01-11 09:00:00,16345,54.9221354969805,"17.325775,78.520728"
2022-01-11 09:00:00,54866,35.22968405270667,"17.403483,78.363507"
2022-01-11 09:00:00,39631,34.33893181083302,"17.563129,78.343576"
2022-01-11 09:00:00,35676,38.610267449131136,"17.299742,78.394884"
2022-01-11 09:00:00,30038,37.83970197105709,"17.364197,78.592843"
2022-01-12 09:00:00,43794,35.656365385380134,"17.502305,78.377043"
2022-01-12 09:00:00,32608,49.80920071998532,"17.291542,78.43684"
2022-01-12 09:00:00,16532,23.84977413112335,"17.230796,78.308991"
2022-01-12 09:00:00,49859,22.646148187314388,"17.31593,78.419168"
2022-01-12 09:00:00,21215,19.27336882575462,"17.264503,78.471402"
2022-01-12 09:00:00,55781,23.099758787838354,"17.571984,78.585958"
2022-01-12 09:00:00,24016,32.164738543387074,"17.523339,78.455025"
2022-01-12 09:00:00,33992,31.4757139538215,"17.453431,78.545748"
2022-01-12 09:00:00,21046,43.43482563307469,"17.548682,78.464143"
2022-01-13 09:00:00,12863,47.00156235885378,"17.521559,78.312221"
2022-01-13 09:00:00,13537,34.74190119891137,"17.274645,78.394499"
2022-01-13 09:00:00,61076,33.832327757846286,"17.557124,78.472671"
2022-01-13 09:00:00,57969,44.86205945978485,"17.415796,78.585199"
2022-01-13 09:00:00,31116,36.81979282332254,"17.523066,78.557756"
2022-01-13 09:00:00,19781,33.47163533401413,"17.558537,78.3685"
2022-01-13 09:00:00,21142,47.592562659664075,"17.327234,78.366026"
2022-01-14 09:00:00,25943,47.61820340314774,"17.244029,78.360344"
2022-01-14 09:00:00,61426,42.52511013141779,"17.291196,78.576769"
2022-01-14 09:00:00,36207,25.131475987398098,"17.370889,78.555817"
2022-01-14 09:00:00,6900,48.87776427283735,"17.527297,78.532479"
2022-01-14 09:00:00,39507,38.368108667109574,"17.544389,78.41782"
2022-01-14 09:00:00,42281,18.6855737432213,"17.202777,78.451318"
2022-01-14 09:00:00,31514,31.334358711855355,"17.404354,78.439302"
2022-01-14 09:00:00,18837,27.0322997055406,"17.367009,78.376013"
2022-01-14 09:00:00,10885,35.58892859297084,"17.288865,78.451512"
2022-01-14 09:00:00,24317,48.81652211019159,"17.247956,78.309134"
2022-01-15 09:00:00,22618,44.9687905223602,"17.335081,78.339532"
2022-01-15 09:00:00,45487,24.847605692853172,"17.57727,78.565995"
2022-01-15 09:00:00,15505,35.037102605392334,"17.329315,78.525517"
2022-01-15 09:00:00,5682,37.85383695134551,"17.407573,78.426861"
2022-01-15 09:00:00,55173,18.66205695386492,"17.481286,78.455149"
2022-01-15 09:00:00,16214,48.3541877759623,"17.34549,78.410998"
2022-01-15 09:00:00,13007,26.93384497116239,"17.588822,78.522247"
2022-01-15 09:00:00,33051,35.34880923116508,"17.585087,78.53527"
2022-01-16 09:00:00,43934,33.404415563234515,"17.300738,78.528999"
2022-01-16 09:00:00,37260,36.46900773665959,"17.398953,78.516795"
2022-01-16 09:00:00,54698,45.981630077589955,"17.320382,78.361343"
2022-01-16 09:00:00,49229,33.72758003554821,"17.313965,78.401388"
2022-01-16 09:00:00,58372,19.35369639063838,"17.214754,78.440956"
2022-01-16 09:00:00,31214,35.95765959788116,"17.443893,78.399235"
2022-01-16 09:00:00,9717,42.219125462570716,"17.401126,78.526495"
2022-01-16 09:00:00,32238,41.178985980063835,"17.220593,78.398803"
2022-01-17 09:00:00,51552,41.42934197379193,"17.311487,78.341459"
2022-01-17 09:00:00,13406,54.2942502399809,"17.563409,78.419712"
2022-01-17 09:00:00,33558,24.51711013479241,"17.295848,78.593996"
2022-01-17 09:00:00,17048,32.84877218678768,"17.25797,78.367757"
2022-01-17 09:00:00,15768,45.27762557972764,"17.395834,78.483655"
2022-01-17 09:00:00,45389,38.46882554330916,"17.594371,78.429893"
2022-01-18 09:00:00,24940,36.7740861132403,"17.296846,78.321294"
2022-01-18 09:00:00,27482,49.13932724242018,"17.468929,78.446366"
2022-01-18 09:00:00,48583,32.40529856966705,"17.504733,78.51066"
2022-01-18 09:00:00,33668,20.029000245193348,"17.295078,78.45397"
2022-01-18 09:00:00,32972,45.75620039276556,"17.491368,78.561649"
2022-01-18 09:00:00,32179,34.542391652506694,"17.347152,78.386676"
2022-01-18 09:00:00,28218,20.071542920888128,"17.452992,78.325862"
2022-01-19 09:00:00,42401,54.43378156407569,"17.453482,78.58099"
2022-01-19 09:00:00,26156,48.00482238878533,"17.414368,78.413458"
2022-01-19 09:00:00,26465,40.8704221058848,"17.236122,78.472928"
2022-01-19 09:00:00,39402,24.04611856192642,"17.534215,78.537616"
2022-01-19 09:00:00,25275,47.927239639887,"17.328345,78.397291"
2022-01-19 09:00:00,65082,26.639627695335562,"17.274625,78.514861"
2022-01-19 09:00:00,40438,36.15410162930037,"17.21631,78.340615"
2022-01-19 09:00:00,40511,23.278524132532088,"17.436422,78.387383"
2022-01-19 09:00:00,25771,28.40487781456428,"17.471101,78.343403"
2022-01-20 09:00:00,39718,20.45094773682114,"17.206632,78.543384"
2022-01-20 09:00:00,35740,49.09751541210928,"17.404893,78.366787"
2022-01-20 09:00:00,10680,54.780446767499924,"17.29062,78.515233"
2022-01-20 09:00:00,33553,34.010177450396945,"17.45814,78.58301"
2022-01-20 09:00:00,64501,30.26662834626249,"17.269762,78.458336"
2022-01-20 09:00:00,13897,47.33433253502995,"17.476452,78.462014"
2022-01-20 09:00:00,26185,51.94178071337994,"17.354735,78.438312"
2022-01-21 09:00:00,42929,34.686902704091224,"17.574798,78.397764"
2022-01-21 09:00:00,34682,41.32202429933736,"17.25502,78.442699"
2022-01-21 09:00:00,24683,52.62309647641785,"17.336462,78.48085"
2022-01-21 09:00:00,74154,38.28831035709413,"17.245398,78.595819"
2022-01-21 09:00:00,14443,45.26057819477919,"17.569982,78.58135"
2022-01-21 09:00:00,38829,18.748411901682744,"17.551034,78.558663"
2022-01-21 09:00:00,19896,34.002324950028665,"17.303202,78.566757"
2022-01-21 09:00:00,11256,59.80371790938545,"17.464067,78.440357"
2022-01-21 09:00:00,16028,52.00878003970857,"17.52698,78.497243"
2022-01-21 09:00:00,19319,37.510784233261,"17.422141,78.568539"
2022-01-22 09:00:00,44860,41.09507589972103,"17.411918,78.417884"
2022-01-22 09:00:00,42694,37.61799808724729,"17.296765,78.58855"
2022-01-22 09:00:00,15847,54.8764167420229,"17.237247,78.424736"
2022-01-22 09:00:00,31032,37.80186709036781,"17.558987,78.480332"
2022-01-22 09:00:00,20799,40.49143834523847,"17.560268,78.512953"
2022-01-22 09:00:00,64971,24.82639409493976,"17.45331,78.585198"
2022-01-22 09:00:00,31712,38.05110778147616,"17.335647,78.373378"
2022-01-22 09:00:00,38528,39.54672159002938,"17.33972,78.523852"
2022-01-22 09:00:00,18171,54.67926537248773,"17.490463,78.456249"
2022-01-23 09:00:00,36478,28.677206016237133,"17.558945,78.380562"
2022-01-23 09:00:00,28447,25.15210112329825,"17.554934,78.532996"
2022-01-23 09:00:00,39021,33.389736648239875,"17.512037,78.465672"
2022-01-23 09:00:00,16361,31.50848193259511,"17.456884,78.498302"
2022-01-23 09:00:00,12749,39.62472446437842,"17.233661,78.396867"
2022-01-23 09:00:00,58686,27.157439168762604,"17.264666,78.444385"
2022-01-23 09:00:00,28197,42.66641800653668,"17.559523,78.485214"
2022-01-23 09:00:00,39064,20.406163554766827,"17.442638,78.421473"
2022-01-23 09:00:00,25278,44.83102955202451,"17.203675,78.359504"
2022-01-24 09:00:00,15326,39.95877893412956,"17.240596,78.588513"
2022-01-24 09:00:00,51888,44.30582254482772,"17.465474,78.453444"
2022-01-24 09:00:00,6486,54.91718232522513,"17.202021,78.520188"
2022-01-24 09:00:00,44286,26.67649390844667,"17.264337,78.423314"
2022-01-24 09:00:00,73211,33.01447210871077,"17.419553,78.406537"
2022-01-24 09:00:00,15521,38.134081738825515,"17.476835,78.422149"
2022-01-24 09:00:00,35247,28.53134569500052,"17.460857,78.422759"
2022-01-24 09:00:00,29402,34.464405260617774,"17.289729,78.463259"
2022-01-24 09:00:00,22834,43.767563427170856,"17.484951,78.463046"
2022-01-24 09:00:00,53355,39.01467806462327,"17.294923,78.449149"
2022-01-24 09:00:00,8347,38.634680363424856,"17.330193,78.340425"
2022-01-25 09:00:00,22900,18.29774288491854,"17.49868,78.448826"
2022-01-25 09:00:00,27454,40.62910679925191,"17.459925,78.350722"
2022-01-25 09:00:00,32901,30.54211883212283,"17.539785,78.33783"
2022-01-25 09:00:00,22676,40.07428062628409,"17.463118,78.579814"
2022-01-25 09:00:00,28802,34.251779686702385,"17.427386,78.481492"
2022-01-25 09:00:00,34475,28.552095796932452,"17.237476,78.497856"
2022-01-25 09:00:00,19800,37.58956069388795,"17.347125,78.420538"
2022-01-26 09:00:00,25219,39.060904352125945,"17.306107,78.572713"
2022-01-26 09:00:00,30016,29.227082956212506,"17.29762,78.491388"
2022-01-26 09:00:00,56745,27.94963808429088,"17.589314,78.530765"
2022-01-26 09:00:00,11769,28.18864292198924,"17.357281,78.410567"
2022-01-26 09:00:00,25734,36.0511110126892,"17.556919,78.588025"
2022-01-26 09:00:00,20287,59.31680725162947,"17.452525,78.546154"
2022-01-27 09:00:00,58812,24.23220460248592,"17.518013,78.556201"
2022-01-27 09:00:00,35056,49.73303212110017,"17.401109,78.351649"
2022-01-27 09:00:00,27365,22.149089879129864,"17.430825,78.381284"
2022-01-27 09:00:00,28948,51.566114237082694,"17.39706,78.385683"
2022-01-27 09:00:00,50889,33.916732746779765,"17.278116,78.381267"
2022-01-27 09:00:00,44658,38.34256291716881,"17.489061,78.556639"
2022-01-27 09:00:00,8271,41.660507134667526,"17.312337,78.309551"
2022-01-27 09:00:00,13547,45.3065676590879,"17.209725,78.322817"
2022-01-27 09:00:00,43086,23.14010432788307,"17.45826,78.382169"
2022-01-27 09:00:00,33465,52.83824450810412,"17.27086,78.359954"
2022-01-27 09:00:00,23575,44.85903203789114,"17.576289,78.369551"
2022-01-27 09:00:00,30979,43.003921062843524,"17.581679,78.539398"
2022-01-28 09:00:00,23977,39.65313826713898,"17.566049,78.468944"
2022-01-28 09:00:00,37825,28.679962828284854,"17.348102,78.301716"
2022-01-28 09:00:00,27699,50.15495592396525,"17.20618,78.428797"
2022-01-28 09:00:00,72285,18.059114718504812,"17.571432,78.422365"
2022-01-28 09:00:00,18347,48.9547008953094,"17.371319,78.334172"
2022-01-28 09:00:00,65951,40.047282445926484,"17.586771,78.502853"
2022-01-28 09:00:00,27374,37.07129071919322,"17.585557,78.51064"
2022-01-28 09:00:00,48113,38.57012415204144,"17.541299,78.51628"
2022-01-28 09:00:00,13253,41.41339225534342,"17.31781,78.518553"
2022-01-29 09:00:00,24047,36.692626812599286,"17.35408,78.3"
2022-01-29 09:00:00,53285,36.06935352559657,"17.54055,78.586197"
2022-01-29 09:00:00,20260,55.03741484181121,"17.326801,78.544278"
2022-01-29 09:00:00,46345,34.14893001209857,"17.267812,78.571213"
2022-01-29 09:00:00,52932,47.20730914266657,"17.422781,78.304678"
2022-01-29 09:00:00,21430,34.70209047506298,"17.574567,78.580178"
2022-01-29 09:00:00,53033,35.14993486151332,"17.478489,78.542952"
2022-01-29 09:00:00,28529,26.116884466398332,"17.428087,78.551182"
2022-01-29 09:00:00,44674,37.32869030454906,"17.238877,78.327974"
2022-01-29 09:00:00,26101,51.2586061232698,"17.446071,78.521646"
2022-01-29 09:00:00,15225,42.76033432448321,"17.596133,78.587996"
2022-01-30 09:00:00,55091,38.75650727005744,"17.256045,78.503574"
2022-01-30 09:00:00,27484,44.519072153893575,"17.407388,78.471174"
2022-01-30 09:00:00,8935,56.567819625109536,"17.551048,78.583709"
2022-01-30 09:00:00,69335,41.80352384106218,"17.49639,78.432882"
2022-01-30 09:00:00,47535,29.08960387466107,"17.478884,78.479795"
2022-01-30 09:00:00,7956,55.95227478922508,"17.481072,78.442904"
2022-01-30 09:00:00,44413,32.57751669172393,"17.343834,78.579874"
2022-01-30 09:00:00,47779,39.50133582502665,"17.317467,78.322812"
2022-01-30 09:00:00,36969,18.56865184417963,"17.523835,78.450339"
2022-01-30 09:00:00,29903,27.402756278675323,"17.524136,78.506096"
2022-01-30 09:00:00,18254,41.17601580800308,"17.546926,78.537587"
2022-01-30 09:00:00,33261,28.144511660093443,"17.565399,78.474912"
2022-01-30 09:00:00,13033,26.799182510122158,"17.404592,78.572694"
2022-01-31 09:00:00,26723,40.38991255607133,"17.400661,78.582618"
2022-01-31 09:00:00,47457,19.11932663734252,"17.519407,78.319282"
2022-01-31 09:00:00,18268,33.32747260236871,"17.460057,78.420711"
2022-01-31 09:00:00,26872,39.2933592830565,"17.480865,78.307023"
2022-01-31 09:00:00,72559,24.815791590446477,"17.518406,78.398822"
2022-01-31 09:00:00,27632,37.39793591489649,"17.556102,78.461065"
2022-01-31 09:00:00,33440,38.68344176965108,"17.335233,78.573258"
2022-01-31 09:00:00,22475,56.670495386850305,"17.350273,78.553983"
2022-01-31 09:00:00,24822,53.63354129815777,"17.237599,78.338239"
2022-02-01 09:00:00,40220,42.03638729822124,"17.431375,78.327897"
2022-02-01 09:00:00,29630,34.39065980551216,"17.214376,78.476787"
2022-02-01 09:00:00,18390,39.43550704967156,"17.386289,78.45964"
2022-02-01 09:00:00,78009,25.22570070628162,"17.417117,78.379908"
2022-02-01 09:00:00,49061,32.16814854993316,"17.314646,78.569855"
2022-02-01 09:00:00,24172,38.220370819238084,"17.436398,78.57823"
2022-02-01 09:00:00,47245,18.171010124594375,"17.212199,78.420783"
2022-02-01 09:00:00,43240,58.9954704464541,"17.214939,78.567109"
2022-02-01 09:00:00,17029,49.91290165707707,"17.529132,78.415184"
2022-02-02 09:00:00,28226,27.41527657048162,"17.344114,78.521057"
2022-02-02 09:00:00,49558,45.70038565488982,"17.250834,78.442785"
2022-02-02 09:00:00,69602,31.768210727303547,"17.408954,78.336764"
2022-02-02 09:00:00,18624,31.915492804619088,"17.508083,78.5784"
2022-02-02 09:00:00,14956,42.00320560310809,"17.286349,78.436231"
2022-02-02 09:00:00,57482,31.9854101357399,"17.449225,78.520358"
2022-02-02 09:00:00,22436,35.959702684830084,"17.234144,78.41015"
2022-02-02 09:00:00,9854,47.430304251452014,"17.220674,78.305649"
2022-02-02 09:00:00,30172,40.061536157930696,"17.4126,78.330147"
2022-02-02 09:00:00,25061,18.799759704580527,"17.416313,78.448869"
2022-02-03 09:00:00,31947,27.68440385148197,"17.455042,78.507"
2022-02-03 09:00:00,41341,31.934479732076316,"17.490517,78.400418"
2022-02-03 09:00:00,30171,25.377012904163095,"17.590451,78.508657"
2022-02-03 09:00:00,16045,33.435059204556794,"17.406576,78.509602"
2022-02-03 09:00:00,15123,31.31574702679526,"17.329216,78.511192"
2022-02-03 09:00:00,45238,26.20514224609772,"17.518163,78.44776"
2022-02-03 09:00:00,29881,49.71896996658749,"17.30836,78.574485"
2022-02-03 09:00:00,8524,35.71770502794323,"17.375636,78.446762"
2022-02-03 09:00:00,29558,18.80131357671962,"17.231387,78.435081"
2022-02-04 09:00:00,41926,53.14780620609769,"17.210139,78.359806"
2022-02-04 09:00:00,28999,39.34464798686784,"17.585168,78.392292"
2022-02-04 09:00:00,25438,47.25084848181203,"17.534486,78.312686"
2022-02-04 09:00:00,8003,38.68167245844665,"17.478467,78.490069"
2022-02-04 09:00:00,33392,40.75792080152792,"17.363625,78.374554"
2022-02-04 09:00:00,17999,38.387948581860826,"17.269333,78.391242"
2022-02-04 09:00:00,47243,42.73090088333855,"17.262589,78.531258"
2022-02-04 09:00:00,30170,17.653761504179553,"17.300122,78.398163"
2022-02-04 09:00:00,23355,44.94312130812382,"17.419751,78.372652"
2022-02-04 09:00:00,23210,46.1790138247143,"17.485918,78.350708"
2022-02-04 09:00:00,24696,41.45708013964408,"17.464152,78.532471"
2022-02-05 09:00:00,37177,28.064975430277823,"17.312002,78.338901"
2022-02-05 09:00:00,37770,26.311896092809416,"17.582054,78.436128"
2022-02-05 09:00:00,32306,37.00765786757596,"17.495241,78.452083"
2022-02-05 09:00:00,72245,43.30573350287824,"17.421802,78.506228"
2022-02-05 09:00:00,38669,40.47859735195655,"17.444756,78.489994"
2022-02-05 09:00:00,35098,36.06086348514991,"17.367885,78.543231"
2022-02-05 09:00:00,15338,35.3382654793618,"17.299117,78.313411"
2022-02-05 09:00:00,24180,49.00487876392644,"17.342426,78.388928"
2022-02-06 09:00:00,43603,44.62572526277223,"17.503223,78.384035"
2022-02-06 09:00:00,27047,50.46008048080856,"17.205754,78.343795"
2022-02-06 09:00:00,36985,36.02825365300099,"17.246438,78.386749"
2022-02-06 09:00:00,49445,51.16736779190255,"17.218402,78.392926"
2022-02-06 09:00:00,27295,22.359962130896978,"17.216292,78.45657"
2022-02-06 09:00:00,30278,40.05117534416328,"17.54228,78.499121"
2022-02-06 09:00:00,18362,35.53179142640324,"17.481541,78.414329"
2022-02-06 09:00:00,30938,18.551235667694815,"17.389721,78.515853"
2022-02-06 09:00:00,42940,41.05069121784658,"17.239141,78.400847"
2022-02-07 09:00:00,58316,28.150318924714263,"17.3967,78.38708"
2022-02-07 09:00:00,38394,32.702994245418836,"17.38944,78.462361"
2022-02-07 09:00:00,10202,37.1192059368831,"17.269296,78.3071"
2022-02-07 09:00:00,32351,29.988555759200285,"17.373587,78.323924"
2022-02-07 09:00:00,59968,42.638417334519175,"17.359444,78.425391"
2022-02-07 09:00:00,35033,48.243147012018675,"17.446408,78.582894"
2022-02-07 09:00:00,32867,24.88235292718021,"17.454108,78.516465"
2022-02-07 09:00:00,45282,33.62593114394539,"17.218122,78.326426"
2022-02-08 09:00:00,24727,26.608742831967675,"17.349884,78.553912"
2022-02-08 09:00:00,51878,35.64922917300883,"17.450413,78.519703"
2022-02-08 09:00:00,15811,28.109794212545367,"17.401309,78.483292"
2022-02-08 09:00:00,14539,43.263142200301154,"17.542692,78.546104"
2022-02-08 09:00:00,33190,37.268172261133785,"17.46355,78.421233"
2022-02-08 09:00:00,35405,37.620427062349954,"17.265188,78.366443"
2022-02-08 09:00:00,44863,40.572241634553926,"17.228231,78.453611"
2022-02-08 09:00:00,42460,23.329553132932755,"17.457039,78.464658"
2022-02-08 09:00:00,39328,42.786113775586976,"17.210603,78.461503"
2022-02-08 09:00:00,23957,40.77955103812959,"17.434374,78.469528"
2022-02-08 09:00:00,23406,20.170333742947445,"17.576198,78.584632"
2022-02-09 09:00:00,12651,19.645287886575794,"17.430253,78.570692"
2022-02-09 09:00:00,45749,36.99186703436344,"17.355309,78.562733"
2022-02-09 09:00:00,34086,36.22965305828298,"17.457386,78.54044"
2022-02-09 09:00:00,18205,46.440207391123515,"17.38335,78.583049"
2022-02-09 09:00:00,18942,37.09290181199464,"17.418306,78.329536"
2022-02-09 09:00:00,21508,31.04403465988688,"17.576692,78.379531"
2022-02-09 09:00:00,26899,39.501104328602985,"17.354482,78.44852"
2022-02-09 09:00:00,48100,32.61324607576583,"17.584585,78.553977"
2022-02-09 09:00:00,45954,25.721436905251636,"17.562242,78.451553"
2022-02-09 09:00:00,32570,37.23545766384364,"17.278335,78.524423"
2022-02-09 09:00:00,7554,42.107031362345445,"17.227748,78.341677"
2022-02-10 09:00:00,26832,26.180198726363994,"17.240318,78.375718"
2022-02-10 09:00:00,19919,45.58238024085164,"17.207286,78.519545"
2022-02-10 09:00:00,18615,51.520311183702326,"17.237784,78.349411"
2022-02-10 09:00:00,48568,31.541615406347525,"17.473278,78.405404"
2022-02-10 09:00:00,17763,18.300099177834408,"17.228479,78.379454"
2022-02-10 09:00:00,39546,44.17067238600876,"17.327623,78.404956"
2022-02-10 09:00:00,19102,46.5517173292435,"17.538045,78.512509"
2022-02-10 09:00:00,28062,37.873139904503915,"17.209307,78.410352"
2022-02-11 09:00:00,46773,28.98209547232708,"17.525879,78.466584"
2022-02-11 09:00:00,25851,44.84737066863833,"17.31277,78.329968"
2022-02-11 09:00:00,39075,21.377392996096194,"17.247275,78.54152"
2022-02-11 09:00:00,37455,18.17666288479738,"17.478772,78.410965"
2022-02-11 09:00:00,18086,33.000640629204256,"17.451646,78.494569"
2022-02-11 09:00:00,30804,33.515859745086146,"17.551087,78.517629"
2022-02-11 09:00:00,16318,42.449723257654995,"17.49411,78.36289"
2022-02-11 09:00:00,32740,23.65741429618346,"17.521482,78.565421"
2022-02-12 09:00:00,27593,23.588857555096876,"17.312842,78.484875"
